FID,gis_id,ssc_code,ssc_name,lga_code,Total_Employed_Persons_Worked_Full_Time,Percentage_Employed_Persons_Worked_Full_Time,Percentage_Employed_Persons_Worked_Full_Time_Vic,Total_Employed_Persons_Worked_Part_Time,Percentage_Employed_Persons_Worked_Part_Time,Percentage_Employed_Persons_Worked_Part_Time_Vic,Total_Persons_Employed_Away_From_Work,Percentage_Persons_Employed_Away_From_Work,Percentage_Persons_Employed_Away_From_Work_Vic,Total_Persons_Unemployed,Percentage_Persons_Unemployed,Percentage_Persons_Unemployed_Vic,Year
employment_suburb.fid-70a927cd_165b71c4c19_294f,1346,SSC21346,Kilsyth,LGA24410,3253,61.47,58.08,1646,31.1,32.02,169,3.19,3.19,224,4.23,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2950,129,SSC20129,Bangerang,LGA27630,16,64,58.08,6,24,32.02,3,12,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2951,1215,SSC21215,Icy Creek,LGA20830,0,0,58.08,3,100,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2952,135,SSC20135,Baranduda,LGA27170,674,61.22,58.08,351,31.88,32.02,36,3.27,3.19,40,3.63,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2953,276,SSC20276,Bonang,LGA22110,10,45.45,58.08,12,54.55,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2954,277,SSC20277,Bonbeach,LGA23430,2069,62.53,58.08,948,28.65,32.02,117,3.54,3.19,175,5.29,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2955,2502,SSC22502,Timbarra,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2956,2465,SSC22465,Teddywaddy,LGA21270,5,62.5,58.08,3,37.5,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2957,133,SSC20133,Banyan,LGA21270,6,66.67,58.08,3,33.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2958,2433,SSC22433,Tanwood,LGA25990,6,60,58.08,4,40,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2959,281,SSC20281,Bonnie Doon,LGA24250,128,54.01,58.08,88,37.13,32.02,9,3.8,3.19,12,5.06,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_295a,282,SSC20282,Bonshaw,LGA20570,75,58.14,58.08,51,39.53,32.02,3,2.33,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_295b,283,SSC20283,Bookaar,LGA21830,55,63.22,58.08,28,32.18,32.02,0,0,3.19,4,4.6,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_295c,2829,SSC22829,Woodstock On Loddon,LGA23940,12,75,58.08,4,25,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_295d,2520,SSC22520,Tooborac,LGA24850,85,55.19,58.08,52,33.77,32.02,8,5.19,3.19,9,5.84,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_295e,234,SSC20234,Big Hill,LGA22620,72,58.06,58.08,38,30.65,32.02,11,8.87,3.19,3,2.42,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_295f,2489,SSC22489,The Patch,LGA27450,279,52.64,58.08,211,39.81,32.02,23,4.34,3.19,17,3.21,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2960,143,SSC20143,Barmah,LGA24900,49,51.58,58.08,37,38.95,32.02,3,3.16,3.19,6,6.32,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2961,1820,SSC21820,Murchison,LGA22830,174,53.05,58.08,113,34.45,32.02,21,6.4,3.19,20,6.1,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2962,252,SSC20252,Blackburn North,LGA26980,2042,56.8,58.08,1217,33.85,32.02,106,2.95,3.19,230,6.4,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2963,2643,SSC22643,Wallace,LGA25150,55,56.7,58.08,38,39.18,32.02,4,4.12,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2964,2632,SSC22632,Wahring,LGA26430,25,56.82,58.08,13,29.55,32.02,6,13.64,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2965,1937,SSC21937,Nirranda,LGA25490,20,76.92,58.08,3,11.54,32.02,3,11.54,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2966,2721,SSC22721,Wedderburn Junction,LGA23940,3,50,58.08,3,50,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2967,2877,SSC22877,Yallambie,LGA20660,1391,62.38,58.08,680,30.49,32.02,63,2.83,3.19,96,4.3,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2968,2599,SSC22599,Underbool,LGA24780,61,54.95,58.08,41,36.94,32.02,3,2.7,3.19,6,5.41,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2969,1825,SSC21825,Murnungin,LGA26610,4,57.14,58.08,3,42.86,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_296a,275,SSC20275,Bona Vista,LGA20830,38,48.1,58.08,26,32.91,32.02,6,7.59,3.19,9,11.39,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_296b,2538,SSC22538,Torquay,LGA26490,3603,56.03,58.08,2315,36,32.02,249,3.87,3.19,264,4.11,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_296c,2509,SSC22509,Tinamba West,LGA26810,13,50,58.08,10,38.46,32.02,3,11.54,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_296d,38,SSC20038,Amherst,LGA21670,7,28,58.08,12,48,32.02,3,12,3.19,3,12,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_296e,149,SSC20149,Barongarook West,LGA21750,59,59,58.08,33,33,32.02,4,4,3.19,4,4,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_296f,151,SSC20151,Barrakee,LGA21270,7,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2970,726,SSC20726,Delatite,LGA24250,3,37.5,58.08,5,62.5,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2971,1216,SSC21216,Iguana Creek,LGA22110,9,36,58.08,10,40,32.02,6,24,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2972,153,SSC20153,Barraport,LGA23940,14,82.35,58.08,3,17.65,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2973,154,SSC20154,Barraport West,LGA23940,4,50,58.08,4,50,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2974,155,SSC20155,Barrys Reef,LGA25150,7,63.64,58.08,4,36.36,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2975,1827,SSC21827,Murra Warra,LGA23190,26,70.27,58.08,11,29.73,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2976,160,SSC20160,Barwon Downs,LGA21750,39,51.32,58.08,29,38.16,32.02,4,5.26,3.19,4,5.26,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2977,1834,SSC21834,Murrindal,LGA22110,3,50,58.08,3,50,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2978,2652,SSC22652,Walmer,LGA25430,54,47.37,58.08,47,41.23,32.02,3,2.63,3.19,10,8.77,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2979,166,SSC20166,Baw Baw,LGA20830,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_297a,2558,SSC22558,Traralgon South,LGA23810,153,54.45,58.08,92,32.74,32.02,18,6.41,3.19,18,6.41,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_297b,1830,SSC21830,Murrawee,LGA26610,36,53.73,58.08,31,46.27,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_297c,2314,SSC22314,Springfield,LGA24130,53,53.54,58.08,40,40.4,32.02,6,6.06,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_297d,307,SSC20307,Bowenvale,LGA21670,33,38.82,58.08,37,43.53,32.02,6,7.06,3.19,9,10.59,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_297e,299,SSC20299,Boosey,LGA24900,27,51.92,58.08,20,38.46,32.02,0,0,3.19,5,9.62,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_297f,2640,SSC22640,Walkerville,LGA26170,16,51.61,58.08,12,38.71,32.02,0,0,3.19,3,9.68,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2980,1650,SSC21650,Merriang South,LGA20110,9,56.25,58.08,4,25,32.02,0,0,3.19,3,18.75,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2981,2665,SSC22665,Wangandary,LGA26700,64,59.26,58.08,38,35.19,32.02,6,5.56,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2982,42,SSC20042,Ancona,LGA24250,21,47.73,58.08,13,29.55,32.02,7,15.91,3.19,3,6.82,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2983,53,SSC20053,Arawata,LGA26170,22,44,58.08,22,44,32.02,3,6,3.19,3,6,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2984,2560,SSC22560,Trawalla,LGA25990,42,56.76,58.08,18,24.32,32.02,11,14.86,3.19,3,4.05,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2985,300,SSC20300,Boralma,LGA26700,28,70,58.08,12,30,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2986,1338,SSC21338,Killara,LGA22410,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2987,184,SSC20184,Beech Forest,LGA21750,24,53.33,58.08,17,37.78,32.02,0,0,3.19,4,8.89,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2988,193,SSC20193,Bellbird Creek,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2989,189,SSC20189,Belgrave South,LGA27450,522,58.52,58.08,291,32.62,32.02,36,4.04,3.19,43,4.82,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_298a,210,SSC20210,Benjeroop,LGA22250,12,63.16,58.08,7,36.84,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_298b,535,SSC20535,Chelsea Heights,LGA23430,1596,59.15,58.08,870,32.25,32.02,90,3.34,3.19,142,5.26,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_298c,2321,SSC22321,St Andrews,LGA25710,349,55.93,58.08,224,35.9,32.02,30,4.81,3.19,21,3.37,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_298d,2323,SSC22323,St Arnaud,LGA25810,459,51.23,58.08,338,37.72,32.02,41,4.58,3.19,58,6.47,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_298e,192,SSC20192,Bellarine,LGA22750,23,33.33,58.08,46,66.67,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_298f,333,SSC20333,Bridgewater On Loddon,LGA23940,76,57.58,58.08,38,28.79,32.02,10,7.58,3.19,8,6.06,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2990,2326,SSC22326,St Clair,LGA20740,15,68.18,58.08,7,31.82,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2991,2327,SSC22327,St Germains,LGA22830,22,70.97,58.08,6,19.35,32.02,0,0,3.19,3,9.68,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2992,204,SSC20204,Benambra,LGA22110,47,63.51,58.08,24,32.43,32.02,3,4.05,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2993,1844,SSC21844,Myamyn,LGA22410,17,70.83,58.08,7,29.17,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2994,223,SSC20223,Berwick,LGA21610,14463,59.81,58.08,7608,31.46,32.02,679,2.81,3.19,1433,5.93,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2995,56,SSC20056,Arcadia South,LGA26430,22,59.46,58.08,15,40.54,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2996,2889,SSC22889,Yangery,LGA26730,36,64.29,58.08,20,35.71,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2997,2329,SSC22329,St Helens,LGA25490,15,62.5,58.08,9,37.5,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2998,207,SSC20207,Bendigo,LGA22620,1475,54.01,58.08,942,34.49,32.02,110,4.03,3.19,204,7.47,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2999,1232,SSC21232,Ironbark,LGA22620,265,49.91,58.08,196,36.91,32.02,26,4.9,3.19,44,8.29,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_299a,2332,SSC22332,St Kilda,LGA25900,8682,68.49,58.08,2920,23.03,32.02,325,2.56,3.19,750,5.92,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_299b,372,SSC20372,Budgerum East,LGA22250,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_299c,1840,SSC21840,Musk Vale,LGA22910,30,53.57,58.08,22,39.29,32.02,4,7.14,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_299d,215,SSC20215,Benwerrin,LGA26490,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_299e,534,SSC20534,Chelsea,LGA23430,2344,61.72,58.08,1116,29.38,32.02,148,3.9,3.19,190,5,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_299f,2335,SSC22335,St Leonards,LGA22750,427,46.97,58.08,348,38.28,32.02,56,6.16,3.19,78,8.58,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29a0,49,SSC20049,Appin,LGA22250,0,0,58.08,3,100,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29a1,389,SSC20389,Buln Buln East,LGA20830,53,58.89,58.08,26,28.89,32.02,3,3.33,3.19,8,8.89,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29a2,1251,SSC21251,Jeeralang,LGA23810,12,38.71,58.08,15,48.39,32.02,0,0,3.19,4,12.9,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29a3,797,SSC20797,Duchembegarra,LGA23190,13,65,58.08,7,35,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29a4,348,SSC20348,Bromley,LGA21670,6,37.5,58.08,6,37.5,32.02,0,0,3.19,4,25,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29a5,2630,SSC22630,Waggarandall,LGA24900,14,45.16,58.08,14,45.16,32.02,3,9.68,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29a6,943,SSC20943,Frankston South,LGA22170,5158,56.62,58.08,3192,35.04,32.02,300,3.29,3.19,460,5.05,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29a7,294,SSC20294,Boorhaman East,LGA26700,7,43.75,58.08,9,56.25,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29a8,394,SSC20394,Bundalong South,LGA24900,9,42.86,58.08,12,57.14,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29a9,402,SSC20402,Bungaree,LGA25150,84,59.15,58.08,47,33.1,32.02,6,4.23,3.19,5,3.52,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29aa,2284,SSC22284,Smiths Gully,LGA25710,125,56.31,58.08,77,34.68,32.02,9,4.05,3.19,11,4.95,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29ab,1133,SSC21133,Harrietville,LGA20110,102,53.68,58.08,74,38.95,32.02,7,3.68,3.19,7,3.68,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29ac,2285,SSC22285,Smokeytown,LGA22910,7,70,58.08,3,30,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29ad,237,SSC20237,Biggara,LGA26670,22,84.62,58.08,4,15.38,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29ae,2287,SSC22287,Smythes Creek,LGA20570,415,55.26,58.08,261,34.75,32.02,25,3.33,3.19,50,6.66,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29af,130,SSC20130,Bangholme,LGA22670,104,58.76,58.08,56,31.64,32.02,3,1.69,3.19,14,7.91,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29b0,2272,SSC22272,Simpson,LGA21830,199,67,58.08,82,27.61,32.02,7,2.36,3.19,9,3.03,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29b1,1853,SSC21853,Mystic Park,LGA22250,42,56,58.08,23,30.67,32.02,3,4,3.19,7,9.33,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29b2,946,SSC20946,Frenchmans,LGA25990,3,50,58.08,3,50,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29b3,1141,SSC21141,Hawkesdale,LGA25490,126,65.97,58.08,56,29.32,32.02,5,2.62,3.19,4,2.09,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29b4,242,SSC20242,Bingo Munjie,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29b5,1142,SSC21142,Hawkhurst,LGA26810,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29b6,2288,SSC22288,Smythesdale,LGA22490,281,57.46,58.08,161,32.92,32.02,19,3.89,3.19,28,5.73,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29b7,798,SSC20798,Dumbalk,LGA26170,89,43.63,58.08,85,41.67,32.02,14,6.86,3.19,16,7.84,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29b8,255,SSC20255,Blackwood,LGA25150,70,54.69,58.08,49,38.28,32.02,5,3.91,3.19,4,3.13,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29b9,2294,SSC22294,Somerville,LGA25340,3460,58.38,58.08,1977,33.36,32.02,215,3.63,3.19,275,4.64,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29ba,2884,SSC22884,Yanac,LGA22980,21,63.64,58.08,12,36.36,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29bb,693,SSC20693,Curyo,LGA21270,12,80,58.08,3,20,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29bc,2306,SSC22306,Spargo Creek,LGA25150,5,50,58.08,5,50,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29bd,260,SSC20260,Blowhard,LGA20570,29,50.88,58.08,20,35.09,32.02,4,7.02,3.19,4,7.02,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29be,443,SSC20443,Calivil,LGA23940,56,71.79,58.08,18,23.08,32.02,4,5.13,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29bf,1176,SSC21176,Highett,LGA20910,3290,60.89,58.08,1681,31.11,32.02,158,2.92,3.19,274,5.07,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29c0,883,SSC20883,Eumemmerring,LGA21610,435,57.39,58.08,238,31.4,32.02,17,2.24,3.19,68,8.97,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29c1,267,SSC20267,Boigbeat,LGA21270,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29c2,387,SSC20387,Bullumwaal,LGA22110,10,66.67,58.08,5,33.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29c3,2588,SSC22588,Tyntynder South,LGA26610,78,63.93,58.08,36,29.51,32.02,0,0,3.19,8,6.56,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29c4,270,SSC20270,Bolangum,LGA25810,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29c5,455,SSC20455,Campbells Creek,LGA25430,444,53.88,58.08,313,37.99,32.02,31,3.76,3.19,36,4.37,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29c6,2393,SSC22393,Swan Hill,LGA26610,2837,59.19,58.08,1530,31.92,32.02,190,3.96,3.19,236,4.92,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29c7,2592,SSC22592,Tyrrell Downs,LGA21270,6,66.67,58.08,3,33.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29c8,480,SSC20480,Carapook,LGA26260,25,69.44,58.08,8,22.22,32.02,0,0,3.19,3,8.33,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29c9,938,SSC20938,Framlingham,LGA25490,42,66.67,58.08,21,33.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29ca,486,SSC20486,Cargerie,LGA25150,7,46.67,58.08,8,53.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29cb,298,SSC20298,Boort,LGA23940,170,52.15,58.08,119,36.5,32.02,18,5.52,3.19,19,5.83,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29cc,471,SSC20471,Cape Paterson,LGA20740,163,43.24,58.08,162,42.97,32.02,25,6.63,3.19,27,7.16,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29cd,2864,SSC22864,Wychitella,LGA23940,6,54.55,58.08,5,45.45,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29ce,287,SSC20287,Boolarra South,LGA23810,47,67.14,58.08,23,32.86,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29cf,288,SSC20288,Boole Poole,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29d0,448,SSC20448,Calrossie,LGA26810,8,72.73,58.08,3,27.27,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29d1,241,SSC20241,Binginwarri,LGA26810,47,69.12,58.08,13,19.12,32.02,3,4.41,3.19,5,7.35,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29d2,537,SSC20537,Chepstowe,LGA25990,21,80.77,58.08,5,19.23,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29d3,1882,SSC21882,Narre Warren East,LGA27450,119,55.61,58.08,80,37.38,32.02,7,3.27,3.19,8,3.74,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29d4,306,SSC20306,Boundary Bend,LGA26610,38,76,58.08,7,14,32.02,0,0,3.19,5,10,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29d5,2149,SSC22149,Reservoir,LGA21890,13026,56.95,58.08,7260,31.74,32.02,653,2.85,3.19,1934,8.46,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29d6,568,SSC20568,Clear Lake,LGA23190,22,53.66,58.08,12,29.27,32.02,7,17.07,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29d7,390,SSC20390,Bumberrah,LGA22110,15,31.91,58.08,19,40.43,32.02,4,8.51,3.19,9,19.15,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29d8,391,SSC20391,Bunbartha,LGA22830,94,64.38,58.08,46,31.51,32.02,3,2.05,3.19,3,2.05,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29d9,2315,SSC22315,Springhurst,LGA26700,90,60,58.08,48,32,32.02,5,3.33,3.19,7,4.67,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29da,2849,SSC22849,Wootong Vale,LGA26260,13,56.52,58.08,10,43.48,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29db,325,SSC20325,Breamlea,LGA22750,32,49.23,58.08,22,33.85,32.02,11,16.92,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29dc,321,SSC20321,Bravington,LGA20830,6,66.67,58.08,3,33.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29dd,2552,SSC22552,Trafalgar,LGA20830,956,54.38,58.08,617,35.1,32.02,84,4.78,3.19,101,5.75,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29de,262,SSC20262,Bobinawarrah,LGA26700,38,62.3,58.08,20,32.79,32.02,3,4.92,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29df,2912,SSC22912,Yendon,LGA25150,80,57.97,58.08,44,31.88,32.02,4,2.9,3.19,10,7.25,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29e0,337,SSC20337,Brim,LGA27630,40,53.33,58.08,29,38.67,32.02,3,4,3.19,3,4,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29e1,1890,SSC21890,Navarre,LGA25810,16,57.14,58.08,12,42.86,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29e2,2642,SSC22642,Walkerville South,LGA26170,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29e3,339,SSC20339,Brimin,LGA23350,24,88.89,58.08,3,11.11,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29e4,2908,SSC22908,Yawong Hills,LGA21270,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29e5,579,SSC20579,Clyde North,LGA21610,2790,66.11,58.08,1040,24.64,32.02,146,3.46,3.19,244,5.78,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29e6,2322,SSC22322,St Andrews Beach,LGA25340,229,48.52,58.08,194,41.1,32.02,27,5.72,3.19,22,4.66,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29e7,347,SSC20347,Broken Creek,LGA21010,13,76.47,58.08,4,23.53,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_29e8,2203,SSC22203,Rupanyup,LGA27630,118,54.63,58.08,71,32.87,32.02,12,5.56,3.19,15,6.94,6.71,2016
